#SampleID,BarcodeSequence,LinkerPrimerSequence,Location,Sampling_date,Loc_plot_ID,rep-by-loc,Soil_Zone,genotype,crop,Herbicide_History,Glyphosphate_Treatment,system,System-loc,,Sample,I,D,year,ITS_seq_plate,ITS-date,16s_seq_plate,16s-date,original well-plate,,Year,Site,Plate#,Run#,Original Well,q,PCR Well,original well,Well Type,Replicate,Threshold (dRn),Ct (dRn),Quantity (picograms),RSq (dRn),Slope (dRn),Correction
129.S18,,,Beltsville,post,408,,rhizosphere,Non_RR,soy,15yrs,no_spray,,NT-MD,,Plate4,B,6,2013,234,4/8/16,129,2/2/15,B6-Plate4,,2013,Beltsville,Plate4,Run1,B6,B,6,B6,Unknown,42,1.0616,18.82,5.24,0.996,-3.485,1.051382828
129.S19,,,Beltsville,post,409,,bulk,Non_RR,soy,none,no_spray,,Org_3,,Plate4,B,7,2013,234,4/8/16,129,2/2/15,B7-Plate4,,2013,Beltsville,Plate4,Run2,B1,B,1,B7,Unknown,50,1.0183,19.3,3.82,0.997,-3.528,0.766466107
129.S20,,,Beltsville,pre,409,,bulk,RR,soy,none,spray,,Org_3,,Plate4,B,8,2013,234,4/8/16,129,2/2/15,B8-Plate4,,2013,Beltsville,Plate4,Run2,B2,B,2,B8,Unknown,58,1.0183,19,4.66,0.997,-3.528,0.935008393
129.S21,,,Beltsville,post,411,,rhizosphere,RR,corn,none,no_spray,,Org_3,,Plate4,B,9,2013,234,4/8/16,129,2/2/15,B9-Plate4,,2013,Beltsville,Plate4,Run2,B3,B,3,B9,Unknown,66,1.0183,19.11,4.34,0.997,-3.528,0.870801808
129.S25,,,Beltsville,pre,405,,bulk,RR,soy,15yrs,no_spray,,CT-MD,,Plate4,C,1,2013,234,4/8/16,129,2/2/15,C1-Plate4,,2013,Beltsville,Plate4,Run1,C1,C,1,C1,Unknown,3,1.0616,19.27,3.89,0.996,-3.485,0.780511298
129.S34,,,Beltsville,pre,413,,bulk,RR,soy,none,no_spray,,Org_6,,Plate4,C,10,2013,234,4/8/16,129,2/2/15,C10-Plate4,,2013,Beltsville,Plate4,Run2,C4,C,4,C10,Unknown,75,1.0183,19.42,3.55,0.997,-3.528,0.712291801
129.S35,,,Beltsville,post,413,,rhizosphere,RR,soy,none,spray,,Org_6,,Plate4,C,11,2013,234,4/8/16,129,2/2/15,C11-Plate4,,2013,Beltsville,Plate4,Run2,C5,C,5,C11,Unknown,83,1.0183,19.32,3.78,0.997,-3.528,0.758440284
129.S36,,,Beltsville,pre,415,,rhizosphere,Non_RR,corn,none,no_spray,,Org_6,,Plate4,C,12,2013,234,4/8/16,129,2/2/15,C12-Plate4,,2013,Beltsville,Plate4,Run2,C6,C,6,C12,Unknown,91,1.0183,19.47,3.42,0.997,-3.528,0.686207876
129.S26,,,Beltsville,post,405,,rhizosphere,RR,soy,15yrs,spray,,CT-MD,,Plate4,C,2,2013,234,4/8/16,129,2/2/15,C2-Plate4,,2013,Beltsville,Plate4,Run1,C2,C,2,C2,Unknown,11,1.0616,19.45,3.46,0.996,-3.485,0.694233699
129.S27,,,Beltsville,pre,406,,rhizosphere,Non_RR,corn,15yrs,no_spray,,CT-MD,,Plate4,C,3,2013,234,4/8/16,129,2/2/15,C3-Plate4,,2013,Beltsville,Plate4,Run1,C3,C,3,C3,Unknown,19,1.0616,19.23,4,0.996,-3.485,0.802582311
129.S28,,,Beltsville,pre,407,,bulk,Non_RR,corn,15yrs,no_spray,,NT-MD,,Plate4,C,4,2013,234,4/8/16,129,2/2/15,C4-Plate4,,2013,Beltsville,Plate4,Run1,C4,C,4,C4,Unknown,27,1.0616,19.18,4.14,0.996,-3.485,0.830672692
129.S29,,,Beltsville,post,407,,rhizosphere,RR,corn,15yrs,spray,,NT-MD,,Plate4,C,5,2013,234,4/8/16,129,2/2/15,C5-Plate4,,2013,Beltsville,Plate4,Run1,C5,C,5,C5,Unknown,35,1.0616,18.99,4.69,0.996,-3.485,0.94102776
129.S30,,,Beltsville,pre,408,,rhizosphere,RR,soy,15yrs,no_spray,,NT-MD,,Plate4,C,6,2013,234,4/8/16,129,2/2/15,C6-Plate4,,2013,Beltsville,Plate4,Run1,C6,C,6,C6,Unknown,43,1.0616,18.97,4.76,0.996,-3.485,0.95507295
129.S31,,,Beltsville,pre,409,,bulk,RR,soy,none,no_spray,,Org_3,,Plate4,C,7,2013,234,4/8/16,129,2/2/15,C7-Plate4,,2013,Beltsville,Plate4,Run2,C1,C,1,C7,Unknown,51,1.0183,19.32,3.77,0.997,-3.528,0.756433828
129.S32,,,Beltsville,post,409,,rhizosphere,RR,soy,none,spray,,Org_3,,Plate4,C,8,2013,234,4/8/16,129,2/2/15,C8-Plate4,,2013,Beltsville,Plate4,Run2,C2,C,2,C8,Unknown,59,1.0183,19.16,4.18,0.997,-3.528,0.838698515
129.S33,,,Beltsville,pre,411,,rhizosphere,Non_RR,corn,none,no_spray,,Org_3,,Plate4,C,9,2013,234,4/8/16,129,2/2/15,C9-Plate4,,2013,Beltsville,Plate4,Run2,C3,C,3,C9,Unknown,67,1.0183,19.28,3.87,0.997,-3.528,0.776498386
129.S37,,,Beltsville,pre,405,,bulk,Non_RR,soy,15yrs,no_spray,,CT-MD,,Plate4,D,1,2013,234,4/8/16,129,2/2/15,D1-Plate4,,2013,Beltsville,Plate4,Run1,D1,D,1,D1,Unknown,4,1.0616,19.3,3.82,0.996,-3.485,0.766466107
129.S46,,,Beltsville,pre,413,,bulk,Non_RR,soy,none,no_spray,,Org_6,,Plate4,D,10,2013,234,4/8/16,129,2/2/15,D10-Plate4,,2013,Beltsville,Plate4,Run2,D4,D,4,D10,Unknown,76,1.0183,19.31,3.81,0.997,-3.528,0.764459651
129.S47,,,Beltsville,pre,413,,rhizosphere,RR,soy,none,spray,,Org_6,,Plate4,D,11,2013,234,4/8/16,129,2/2/15,D11-Plate4,,2013,Beltsville,Plate4,Run2,D5,D,5,D11,Unknown,84,1.0183,19.29,3.84,0.997,-3.528,0.770479019
129.S48,,,Beltsville,pre,415,,rhizosphere,RR,corn,none,no_spray,,Org_6,,Plate4,D,12,2013,234,4/8/16,129,2/2/15,D12-Plate4,,2013,Beltsville,Plate4,Run2,D6,D,6,D12,Unknown,92,1.0183,19.58,3.2,0.997,-3.528,0.642065849
129.S38,,,Beltsville,pre,405,,rhizosphere,RR,soy,15yrs,spray,,CT-MD,,Plate4,D,2,2013,234,4/8/16,129,2/2/15,D2-Plate4,,2013,Beltsville,Plate4,Run1,D2,D,2,D2,Unknown,12,1.0616,19.15,4.22,0.996,-3.485,0.846724338
129.S39,,,Beltsville,pre,406,,rhizosphere,RR,corn,15yrs,no_spray,,CT-MD,,Plate4,D,3,2013,234,4/8/16,129,2/2/15,D3-Plate4,,2013,Beltsville,Plate4,Run1,D3,D,3,D3,Unknown,20,1.0616,19.24,3.99,0.996,-3.485,0.800575856
129.S40,,,Beltsville,pre,407,,bulk,RR,corn,15yrs,no_spray,,NT-MD,,Plate4,D,4,2013,234,4/8/16,129,2/2/15,D4-Plate4,,2013,Beltsville,Plate4,Run1,D4,D,4,D4,Unknown,28,1.0616,19.19,4.1,0.996,-3.485,0.822646869
129.S41,,,Beltsville,pre,407,,rhizosphere,RR,corn,15yrs,spray,,NT-MD,,Plate4,D,5,2013,234,4/8/16,129,2/2/15,D5-Plate4,,2013,Beltsville,Plate4,Run1,D5,D,5,D5,Unknown,36,1.0616,19.04,4.53,0.996,-3.485,0.908924468
129.S42,,,Beltsville,pre,408,,rhizosphere,Non_RR,soy,15yrs,no_spray,,NT-MD,,Plate4,D,6,2013,234,4/8/16,129,2/2/15,D6-Plate4,,2013,Beltsville,Plate4,Run1,D6,D,6,D6,Unknown,44,1.0616,19.04,4.53,0.996,-3.485,0.908924468
129.S43,,,Beltsville,pre,409,,bulk,Non_RR,soy,none,no_spray,,Org_3,,Plate4,D,7,2013,234,4/8/16,129,2/2/15,D7-Plate4,,2013,Beltsville,Plate4,Run2,D1,D,1,D7,Unknown,52,1.0183,22.61,0.44,0.997,-3.528,0.088284054
129.S44,,,Beltsville,pre,409,,rhizosphere,RR,soy,none,spray,,Org_3,,Plate4,D,8,2013,234,4/8/16,129,2/2/15,D8-Plate4,,2013,Beltsville,Plate4,Run2,D2,D,2,D8,Unknown,60,1.0183,18.91,4.92,0.997,-3.528,0.987176243
129.S45,,,Beltsville,pre,411,,rhizosphere,RR,corn,none,no_spray,,Org_3,,Plate4,D,9,2013,234,4/8/16,129,2/2/15,D9-Plate4,,2013,Beltsville,Plate4,Run2,D3,D,3,D9,Unknown,68,1.0183,19.41,3.57,0.997,-3.528,0.716304713
129.S49,,,Beltsville,post,405,,rhizosphere,RR,soy,15yrs,no_spray,,CT-MD,,Plate4,E,1,2013,234,4/8/16,129,2/2/15,E1-Plate4,,2013,Beltsville,Plate4,Run1,E1,E,1,E1,Unknown,5,1.0616,19.39,3.6,0.996,-3.485,0.72232408
129.S58,,,Beltsville,post,413,,rhizosphere,RR,soy,none,no_spray,,Org_6,,Plate4,E,10,2013,234,4/8/16,129,2/2/15,E10-Plate4,,2013,Beltsville,Plate4,Run2,E4,E,4,E10,Unknown,77,1.0183,19.32,3.77,0.997,-3.528,0.756433828
129.S59,,,Beltsville,post,415,,bulk,Non_RR,corn,none,no_spray,,Org_6,,Plate4,E,11,2013,234,4/8/16,129,2/2/15,E11-Plate4,,2013,Beltsville,Plate4,Run2,E5,E,5,E11,Unknown,85,1.0183,19.34,3.74,0.997,-3.528,0.750414461
129.S60,,,Beltsville,post,415,,bulk,RR,corn,none,spray,,Org_6,,Plate4,E,12,2013,234,4/8/16,129,2/2/15,E12-Plate4,,2013,Beltsville,Plate4,Run2,E6,E,6,E12,Unknown,93,1.0183,19.34,3.74,0.997,-3.528,0.750414461
129.S50,,,Beltsville,post,406,,bulk,Non_RR,corn,15yrs,no_spray,,CT-MD,,Plate4,E,2,2013,234,4/8/16,129,2/2/15,E2-Plate4,,2013,Beltsville,Plate4,Run1,E2,E,2,E2,Unknown,13,1.0616,19.24,3.98,0.996,-3.485,0.7985694
129.S51,,,Beltsville,post,406,,bulk,RR,corn,15yrs,spray,,CT-MD,,Plate4,E,3,2013,234,4/8/16,129,2/2/15,E3-Plate4,,2013,Beltsville,Plate4,Run1,E3,E,3,E3,Unknown,21,1.0616,19.39,3.61,0.996,-3.485,0.724330536
129.S52,,,Beltsville,post,407,,rhizosphere,Non_RR,corn,15yrs,no_spray,,NT-MD,,Plate4,E,4,2013,234,4/8/16,129,2/2/15,E4-Plate4,,2013,Beltsville,Plate4,Run1,E4,E,4,E4,Unknown,29,1.0616,19.23,4.01,0.996,-3.485,0.804588767
129.S53,,,Beltsville,post,408,,bulk,RR,soy,15yrs,no_spray,,NT-MD,,Plate4,E,5,2013,234,4/8/16,129,2/2/15,E5-Plate4,,2013,Beltsville,Plate4,Run1,E5,E,5,E5,Unknown,37,1.0616,18.96,4.78,0.996,-3.485,0.959085862
129.S54,,,Beltsville,post,408,,bulk,RR,soy,15yrs,spray,,NT-MD,,Plate4,E,6,2013,234,4/8/16,129,2/2/15,E6-Plate4,,2013,Beltsville,Plate4,Run1,E6,E,6,E6,Unknown,45,1.0616,19.13,4.28,0.996,-3.485,0.858763073
129.S55,,,Beltsville,post,409,,rhizosphere,RR,soy,none,no_spray,,Org_3,,Plate4,E,7,2013,234,4/8/16,129,2/2/15,E7-Plate4,,2013,Beltsville,Plate4,Run2,E1,E,1,E7,Unknown,53,1.0183,19.32,3.77,0.997,-3.528,0.756433828
129.S56,,,Beltsville,post,411,,bulk,Non_RR,corn,none,no_spray,,Org_3,,Plate4,E,8,2013,234,4/8/16,129,2/2/15,E8-Plate4,,2013,Beltsville,Plate4,Run2,E2,E,2,E8,Unknown,61,1.0183,19.17,4.17,0.997,-3.528,0.83669206
129.S57,,,Beltsville,post,411,,bulk,RR,corn,none,spray,,Org_3,,Plate4,E,9,2013,234,4/8/16,129,2/2/15,E9-Plate4,,2013,Beltsville,Plate4,Run2,E3,E,3,E9,Unknown,69,1.0183,19.16,4.19,0.997,-3.528,0.840704971
129.S61,,,Beltsville,post,405,,rhizosphere,Non_RR,soy,15yrs,no_spray,,CT-MD,,Plate4,F,1,2013,234,4/8/16,129,2/2/15,F1-Plate4,,2013,Beltsville,Plate4,Run1,F1,F,1,F1,Unknown,6,1.0616,19.51,3.33,0.996,-3.485,0.668149774
129.S70,,,Beltsville,post,413,,rhizosphere,Non_RR,soy,none,no_spray,,Org_6,,Plate4,F,10,2013,234,4/8/16,129,2/2/15,F10-Plate4,,2013,Beltsville,Plate4,Run2,F4,F,4,F10,Unknown,78,1.0183,19.2,4.09,0.997,-3.528,0.820640413
129.S71,,,Beltsville,post,415,,bulk,RR,corn,none,no_spray,,Org_6,,Plate4,F,11,2013,234,4/8/16,129,2/2/15,F11-Plate4,,2013,Beltsville,Plate4,Run2,F5,F,5,F11,Unknown,86,1.0183,19.2,4.09,0.997,-3.528,0.820640413
129.S72,,,Beltsville,pre,415,,bulk,RR,corn,none,spray,,Org_6,,Plate4,F,12,2013,234,4/8/16,129,2/2/15,F12-Plate4,,2013,Beltsville,Plate4,Run2,F6,F,6,F12,Unknown,94,1.0183,19.55,3.25,0.997,-3.528,0.652098128
129.S62,,,Beltsville,post,406,,bulk,RR,corn,15yrs,no_spray,,CT-MD,,Plate4,F,2,2013,234,4/8/16,129,2/2/15,F2-Plate4,,2013,Beltsville,Plate4,Run1,F2,F,2,F2,Unknown,14,1.0616,19.19,4.12,0.996,-3.485,0.826659781
129.S63,,,Beltsville,pre,406,,bulk,RR,corn,15yrs,spray,,CT-MD,,Plate4,F,3,2013,234,4/8/16,129,2/2/15,F3-Plate4,,2013,Beltsville,Plate4,Run1,F3,F,3,F3,Unknown,22,1.0616,19.38,3.63,0.996,-3.485,0.728343447
129.S64,,,Beltsville,post,407,,rhizosphere,RR,corn,15yrs,no_spray,,NT-MD,,Plate4,F,4,2013,234,4/8/16,129,2/2/15,F4-Plate4,,2013,Beltsville,Plate4,Run1,F4,F,4,F4,Unknown,30,1.0616,19.1,4.36,0.996,-3.485,0.874814719
129.S65,,,Beltsville,post,408,,bulk,Non_RR,soy,15yrs,no_spray,,NT-MD,,Plate4,F,5,2013,234,4/8/16,129,2/2/15,F5-Plate4,,2013,Beltsville,Plate4,Run1,F5,F,5,F5,Unknown,38,1.0616,19.02,4.6,0.996,-3.485,0.922969658
129.S66,,,Beltsville,pre,408,,bulk,RR,soy,15yrs,spray,,NT-MD,,Plate4,F,6,2013,234,4/8/16,129,2/2/15,F6-Plate4,,2013,Beltsville,Plate4,Run1,F6,F,6,F6,Unknown,46,1.0616,19.01,4.63,0.996,-3.485,0.928989025
129.S67,,,Beltsville,post,409,,rhizosphere,Non_RR,soy,none,no_spray,,Org_3,,Plate4,F,7,2013,234,4/8/16,129,2/2/15,F7-Plate4,,2013,Beltsville,Plate4,Run2,F1,F,1,F7,Unknown,54,1.0183,19.2,4.08,0.997,-3.528,0.818633958
129.S68,,,Beltsville,post,411,,bulk,RR,corn,none,no_spray,,Org_3,,Plate4,F,8,2013,234,4/8/16,129,2/2/15,F8-Plate4,,2013,Beltsville,Plate4,Run2,F2,F,2,F8,Unknown,62,1.0183,19,4.67,0.997,-3.528,0.937014848
129.S69,,,Beltsville,pre,411,,bulk,RR,corn,none,spray,,Org_3,,Plate4,F,9,2013,234,4/8/16,129,2/2/15,F9-Plate4,,2013,Beltsville,Plate4,Run2,F3,F,3,F9,Unknown,70,1.0183,19.15,4.21,0.997,-3.528,0.844717883
129.S73,,,Beltsville,pre,405,,rhizosphere,RR,soy,15yrs,no_spray,,CT-MD,,Plate4,G,1,2013,234,4/8/16,129,2/2/15,G1-Plate4,,2013,Beltsville,Plate4,Run1,G1,G,1,G1,Unknown,7,1.0616,19.22,4.03,0.996,-3.485,0.808601679
129.S82,,,Beltsville,pre,413,,rhizosphere,RR,soy,none,no_spray,,Org_6,,Plate4,G,10,2013,234,4/8/16,129,2/2/15,G10-Plate4,,2013,Beltsville,Plate4,Run2,G4,G,4,G10,Unknown,79,1.0183,19.41,3.56,0.997,-3.528,0.714298257
129.S83,,,Beltsville,pre,415,,bulk,Non_RR,corn,none,no_spray,,Org_6,,Plate4,G,11,2013,234,4/8/16,129,2/2/15,G11-Plate4,,2013,Beltsville,Plate4,Run2,G5,G,5,G11,Unknown,87,1.0183,19.44,3.49,0.997,-3.528,0.700253067
129.S84,,,Beltsville,post,415,,rhizosphere,RR,corn,none,spray,,Org_6,,Plate4,G,12,2013,234,4/8/16,129,2/2/15,G12-Plate4,,2013,Beltsville,Plate4,Run2,G6,G,6,G12,Unknown,95,1.0183,19.33,3.75,0.997,-3.528,0.752420917
129.S74,,,Beltsville,pre,406,,bulk,Non_RR,corn,15yrs,no_spray,,CT-MD,,Plate4,G,2,2013,234,4/8/16,129,2/2/15,G2-Plate4,,2013,Beltsville,Plate4,Run1,G2,G,2,G2,Unknown,15,1.0616,19.31,3.8,0.996,-3.485,0.762453196
129.S75,,,Beltsville,post,406,,rhizosphere,RR,corn,15yrs,spray,,CT-MD,,Plate4,G,3,2013,234,4/8/16,129,2/2/15,G3-Plate4,,2013,Beltsville,Plate4,Run1,G3,G,3,G3,Unknown,23,1.0616,19.39,3.59,0.996,-3.485,0.720317624
129.S76,,,Beltsville,pre,407,,rhizosphere,Non_RR,corn,15yrs,no_spray,,NT-MD,,Plate4,G,4,2013,234,4/8/16,129,2/2/15,G4-Plate4,,2013,Beltsville,Plate4,Run1,G4,G,4,G4,Unknown,31,1.0616,19.16,4.2,0.996,-3.485,0.842711427
129.S77,,,Beltsville,pre,408,,bulk,RR,soy,15yrs,no_spray,,NT-MD,,Plate4,G,5,2013,234,4/8/16,129,2/2/15,G5-Plate4,,2013,Beltsville,Plate4,Run1,G5,G,5,G5,Unknown,39,1.0616,18.9,4.96,0.996,-3.485,0.995202066
129.S78,,,Beltsville,post,408,,rhizosphere,RR,soy,15yrs,spray,,NT-MD,,Plate4,G,6,2013,234,4/8/16,129,2/2/15,G6-Plate4,,2013,Beltsville,Plate4,Run1,G6,G,6,G6,Unknown,47,1.0616,19.04,4.54,0.996,-3.485,0.910930923
129.S79,,,Beltsville,pre,409,,rhizosphere,RR,soy,none,no_spray,,Org_3,,Plate4,G,7,2013,234,4/8/16,129,2/2/15,G7-Plate4,,2013,Beltsville,Plate4,Run2,G1,G,1,G7,Unknown,55,1.0183,19.2,4.08,0.997,-3.528,0.818633958
129.S80,,,Beltsville,pre,411,,bulk,Non_RR,corn,none,no_spray,,Org_3,,Plate4,G,8,2013,234,4/8/16,129,2/2/15,G8-Plate4,,2013,Beltsville,Plate4,Run2,G2,G,2,G8,Unknown,63,1.0183,19.4,3.59,0.997,-3.528,0.720317624
129.S81,,,Beltsville,post,411,,rhizosphere,RR,corn,none,spray,,Org_3,,Plate4,G,9,2013,234,4/8/16,129,2/2/15,G9-Plate4,,2013,Beltsville,Plate4,Run2,G3,G,3,G9,Unknown,71,1.0183,19.24,3.98,0.997,-3.528,0.7985694
129.S85,,,Beltsville,pre,405,,rhizosphere,Non_RR,soy,15yrs,no_spray,,CT-MD,,Plate4,H,1,2013,234,4/8/16,129,2/2/15,H1-Plate4,,2013,Beltsville,Plate4,Run1,H1,H,1,H1,Unknown,8,1.0616,19.24,3.97,0.996,-3.485,0.796562944
129.S94,,,Beltsville,pre,413,,rhizosphere,Non_RR,soy,none,no_spray,,Org_6,,Plate4,H,10,2013,234,4/8/16,129,2/2/15,H10-Plate4,,2013,Beltsville,Plate4,Run2,H4,H,4,H10,Unknown,80,1.0183,19.27,3.9,0.997,-3.528,0.782517753
129.S95,,,Beltsville,pre,415,,bulk,RR,corn,none,no_spray,,Org_6,,Plate4,H,11,2013,234,4/8/16,129,2/2/15,H11-Plate4,,2013,Beltsville,Plate4,Run2,H5,H,5,H11,Unknown,88,1.0183,19.41,3.55,0.997,-3.528,0.712291801
129.S96,,,Beltsville,pre,415,,rhizosphere,RR,corn,none,spray,,Org_6,,Plate4,H,12,2013,234,4/8/16,129,2/2/15,H12-Plate4,,2013,Beltsville,Plate4,Run2,H6,H,6,H12,Unknown,96,1.0183,19.49,3.37,0.997,-3.528,0.676175597
129.S86,,,Beltsville,pre,406,,bulk,RR,corn,15yrs,no_spray,,CT-MD,,Plate4,H,2,2013,234,4/8/16,129,2/2/15,H2-Plate4,,2013,Beltsville,Plate4,Run1,H2,H,2,H2,Unknown,16,1.0616,19,4.67,0.996,-3.485,0.937014848
129.S87,,,Beltsville,pre,406,,rhizosphere,RR,corn,15yrs,spray,,CT-MD,,Plate4,H,3,2013,234,4/8/16,129,2/2/15,H3-Plate4,,2013,Beltsville,Plate4,Run1,H3,H,3,H3,Unknown,24,1.0616,19.44,3.49,0.996,-3.485,0.700253067
129.S88,,,Beltsville,pre,407,,rhizosphere,RR,corn,15yrs,no_spray,,NT-MD,,Plate4,H,4,2013,234,4/8/16,129,2/2/15,H4-Plate4,,2013,Beltsville,Plate4,Run1,H4,H,4,H4,Unknown,32,1.0616,19.18,4.13,0.996,-3.485,0.828666236
129.S89,,,Beltsville,pre,408,,bulk,Non_RR,soy,15yrs,no_spray,,NT-MD,,Plate4,H,5,2013,234,4/8/16,129,2/2/15,H5-Plate4,,2013,Beltsville,Plate4,Run1,H5,H,5,H5,Unknown,40,1.0616,19.08,4.41,0.996,-3.485,0.884846998
129.S90,,,Beltsville,pre,408,,rhizosphere,RR,soy,15yrs,spray,,NT-MD,,Plate4,H,6,2013,234,4/8/16,129,2/2/15,H6-Plate4,,2013,Beltsville,Plate4,Run1,H6,H,6,H6,Unknown,48,1.0616,19.19,4.11,0.996,-3.485,0.824653325
129.S91,,,Beltsville,pre,409,,rhizosphere,Non_RR,soy,none,no_spray,,Org_3,,Plate4,H,7,2013,234,4/8/16,129,2/2/15,H7-Plate4,,2013,Beltsville,Plate4,Run2,H1,H,1,H7,Unknown,56,1.0183,19.32,3.78,0.997,-3.528,0.758440284
129.S92,,,Beltsville,pre,411,,bulk,RR,corn,none,no_spray,,Org_3,,Plate4,H,8,2013,234,4/8/16,129,2/2/15,H8-Plate4,,2013,Beltsville,Plate4,Run2,H2,H,2,H8,Unknown,64,1.0183,19.09,4.39,0.997,-3.528,0.880834087
129.S93,,,Beltsville,pre,411,,rhizosphere,RR,corn,none,spray,,Org_3,,Plate4,H,9,2013,234,4/8/16,129,2/2/15,H9-Plate4,,2013,Beltsville,Plate4,Run2,H3,H,3,H9,Unknown,72,1.0183,19.19,4.11,0.997,-3.528,0.824653325
207.S1,,,Beltsville,pre,101,,rhizosphere,Non_RR,soy,15yrs,no_spray,,CT-MD,,Plate1,A,1,2014,258,6/9/16,207,1/7/16,A1-Plate1,,2014,Beltsville,Plate1,Run1,A1,A,1,A1,Unknown,13,1.006,19.02,7.2,0.991,-3.804,1.44464816
207.S10,,,Beltsville,pre,213,,rhizosphere,Non_RR,soy,15yrs,no_spray,,CT-MD,,Plate1,A,10,2014,258,6/9/16,207,1/7/16,A10-Plate1,,2014,Beltsville,Plate1,Run2,A10,A,4,A10,Unknown,37,0.9993,18.98,7.74,0.989,-3.867,1.552996772
207.S11,,,Beltsville,pre,214,,bulk,Non_RR,corn,15yrs,no_spray,,CT-MD,,Plate1,A,11,2014,258,6/9/16,207,1/7/16,A11-Plate1,,2014,Beltsville,Plate1,Run2,A11,A,5,A11,Unknown,45,0.9993,18.71,9.11,0.989,-3.867,1.827881214
207.S12,,,Beltsville,pre,215,,rhizosphere,RR,corn,15yrs,spray,,NT-MD,,Plate1,A,12,2014,258,6/9/16,207,1/7/16,A12-Plate1,,2014,Beltsville,Plate1,Run2,A12,A,6,A12,Unknown,53,0.9993,18.97,7.81,0.989,-3.867,1.567041963
207.S2,,,Beltsville,pre,103,,bulk,Non_RR,soy,15yrs,no_spray,,NT-MD,,Plate1,A,2,2014,258,6/9/16,207,1/7/16,A2-Plate1,,2014,Beltsville,Plate1,Run1,A2,A,2,A2,Unknown,21,1.006,19.1,6.88,0.991,-3.804,1.380441575
207.S3,,,Beltsville,pre,109,,rhizosphere,RR,corn,none,spray,,Org_6,,Plate1,A,3,2014,258,6/9/16,207,1/7/16,A3-Plate1,,2014,Beltsville,Plate1,Run1,A3,A,3,A3,Unknown,29,1.006,18.75,8.5,0.991,-3.804,1.705487411
207.S4,,,Beltsville,pre,113,,rhizosphere,Non_RR,soy,none,no_spray,,Org_3,,Plate1,A,4,2014,258,6/9/16,207,1/7/16,A4-Plate1,,2014,Beltsville,Plate1,Run1,A4,A,4,A4,Unknown,37,1.006,19.18,6.54,0.991,-3.804,1.312222079
207.S5,,,Beltsville,pre,115,,bulk,Non_RR,corn,none,no_spray,,Org_3,,Plate1,A,5,2014,258,6/9/16,207,1/7/16,A5-Plate1,,2014,Beltsville,Plate1,Run1,A5,A,5,A5,Unknown,45,1.006,19.03,7.16,0.991,-3.804,1.436622337
207.S6,,,Beltsville,pre,116,,rhizosphere,RR,corn,15yrs,spray,,CT-MD,,Plate1,A,6,2014,258,6/9/16,207,1/7/16,A6-Plate1,,2014,Beltsville,Plate1,Run1,A6,A,6,A6,Unknown,53,1.006,18.61,9.23,0.991,-3.804,1.851958683
207.S7,,,Beltsville,pre,205,,rhizosphere,Non_RR,corn,none,no_spray,,Org_6,,Plate1,A,7,2014,258,6/9/16,207,1/7/16,A7-Plate1,,2014,Beltsville,Plate1,Run2,A7,A,1,A7,Unknown,13,0.9993,19.54,5.57,0.989,-3.867,1.117595868
207.S8,,,Beltsville,pre,206,,bulk,Non_RR,soy,none,no_spray,,Org_6,,Plate1,A,8,2014,258,6/9/16,207,1/7/16,A8-Plate1,,2014,Beltsville,Plate1,Run2,A8,A,2,A8,Unknown,21,0.9993,18.72,9.04,0.989,-3.867,1.813836023
207.S9,,,Beltsville,pre,209,,rhizosphere,RR,corn,none,spray,,Org_3,,Plate1,A,9,2014,258,6/9/16,207,1/7/16,A9-Plate1,,2014,Beltsville,Plate1,Run2,A9,A,3,A9,Unknown,29,0.9993,19.14,7.03,0.989,-3.867,1.410538412
207.S13,,,Beltsville,pre,101,,rhizosphere,RR,soy,15yrs,no_spray,,CT-MD,,Plate1,B,1,2014,258,6/9/16,207,1/7/16,B1-Plate1,,2014,Beltsville,Plate1,Run1,B1,B,1,B1,Unknown,14,1.006,19.44,5.59,0.991,-3.804,1.12160878
207.S22,,,Beltsville,pre,213,,rhizosphere,RR,soy,15yrs,no_spray,,CT-MD,,Plate1,B,10,2014,258,6/9/16,207,1/7/16,B10-Plate1,,2014,Beltsville,Plate1,Run2,B10,B,4,B10,Unknown,38,0.9993,19.03,7.55,0.989,-3.867,1.514874113
207.S23,,,Beltsville,pre,214,,bulk,RR,corn,15yrs,no_spray,,CT-MD,,Plate1,B,11,2014,258,6/9/16,207,1/7/16,B11-Plate1,,2014,Beltsville,Plate1,Run2,B11,B,5,B11,Unknown,46,0.9993,18.65,9.44,0.989,-3.867,1.894094255
207.S24,,,Beltsville,pre,215,,bulk,RR,corn,15yrs,spray,,NT-MD,,Plate1,B,12,2014,258,6/9/16,207,1/7/16,B12-Plate1,,2014,Beltsville,Plate1,Run2,B12,B,6,B12,Unknown,54,0.9993,19.29,6.45,0.989,-3.867,1.294163977
207.S14,,,Beltsville,pre,103,,bulk,RR,soy,15yrs,no_spray,,NT-MD,,Plate1,B,2,2014,258,6/9/16,207,1/7/16,B2-Plate1,,2014,Beltsville,Plate1,Run1,B2,B,2,B2,Unknown,22,1.006,19.05,7.1,0.991,-3.804,1.424583603
